MedianFitness
21350.0
22200.0
22700.0
23100.0
23250.0
24100.0
24200.0
24300.0
24350.0
24450.0
24450.0
24650.0
24650.0
24650.0
24900.0
24900.0
24900.0
24900.0
25200.0
25200.0
25200.0
25200.0
25200.0
25400.0
25400.0
25500.0
25500.0
25500.0
25500.0
25500.0
25500.0
25950.0
26100.0
26150.0
26150.0
26150.0
26150.0
26150.0
26150.0
26150.0
26150.0
26150.0
26150.0
26300.0
26300.0
26650.0
26650.0
26650.0
26650.0
26850.0
26850.0
26850.0
27250.0
27250.0
27250.0
27250.0
27350.0
27350.0
27600.0
27600.0
27600.0
27600.0
27600.0
27600.0
27600.0
27600.0
27600.0
27600.0
27600.0
27800.0
27800.0
27800.0
27800.0
27800.0
27800.0
27800.0
27800.0
27800.0
28050.0
28050.0
28400.0
28400.0
28600.0
28600.0
28600.0
28600.0
28600.0
28700.0
28700.0
29000.0
29000.0
29000.0
29000.0
29000.0
29300.0
29500.0
29500.0
29650.0
29650.0
29650.0
29650.0
